회관_ID,주소,좌표,공유_회중_수,함께_사용하는_회중_목록
"2ba7d24b-f9bf-57a9-a90d-f39418efa418","충남 천안시 서북구 성환읍 성환1로 320 (성환리 655-1)","36.922703, 127.1285",2,"충남천안성환북부 (📞 010-2421-5904) | 충남천안성환남부 (📞 010-7448-5223)"
"ffd5b02b-7daa-52b0-be24-b8e4dd11570c","충남 천안시 동남구 북면 5산단로 445-13 (상동리 364-5)","36.763978, 127.263187",2,"충남천안병천 (📞 041-556-3678) | 충남천안목천 (📞 041-556-3678)"
"20beb679-8aea-5ff1-ace5-fd01bfa7e71b","충북 청주시 청원구 오창읍 괴정2길 136 (괴정리 614)","36.732752, 127.455504",1,"충북청주오창 (📞 043-217-1914)"
"df08ebc2-c2c5-5f30-9264-031bc5464c7c","충남 천안시 동남구 향교1길 136 (유량동 396-2)","36.812953, 127.17158",5,"충남천안동부 (📞 041-566-1914) | 충남천안북부 (📞 01071463625) | 충남천안중부 (📞 010-3400-1027) | 충남천안수어 (📞 041 566 1914) | [집단] 충남천안중국수어"
"a50dcc9a-c294-59b7-a8b8-3e3db08b7054","충남 천안시 동남구 청수로 69-62 (청수동 180-6)","36.789308, 127.152526",4,"충남천안남부 (📞 01032001559) | 충남천안청수중앙 (📞 010-8760-1431) | 충남천안청수동부 (📞 010-4724-9883) | 충남천안청수서부 (📞 010-4000-2728)"
"63166349-94f1-5af4-a4ca-d41c533a9bad","충북 진천군 진천읍 덕문이1길 11 (삼덕리 403-2)","36.8526, 127.478071",2,"충북진천 (📞 010-9737-1012) | [집단] 충북진천영어"
"3124c28c-9606-54cf-a308-50751c7e5de6","충남 천안시 서북구 성거읍 새터길 87 (성거읍 모전리 73-16)","36.90427, 127.21006",3,"경기안성서운동부 (📞 01028729946) | 충남천안입장 (📞 041-584-1914) | 경기안성서운서부 (📞 031-674-9085)"
"bb2c527c-d09f-5b03-88e5-7a794301ae06","충북 청주시 청원구 사천로 17번길 36 (사천동 14-1)","36.676089, 127.482137",3,"충북청주중국어 (📞 043-215-1914) | 충북청주내덕 (📞 043-216-1914) | 충북청주우암 (📞 043-215-1914)"
"de0a8dd0-6a12-5790-899c-8557594a4783","충남 천안시 서북구 성거읍 남산1길 56-14 (성거읍 소우리180-1)","36.88035, 127.16986",2,"충남천안직산북부 (📞 041-585-4770) | 충남천안직산남부 (📞 041-585-4770)"
"c4df66b0-908a-598e-99f4-2597df07192f","충북 청주시 서원구 사북로63(사직동) (사직동 238-46)","36.64378, 127.478173",4,"충북청주봉명 (📞 043-268-1914) | 충북청주서부 (📞 043-266-1935) | 충북청주복대 (📞 043-268-1935) | [집단] 충북청주복대러시아어"
"3621c803-49da-5fcd-b6c1-42a1b2ca7335","충북 진천군 덕산면 덕금로 625-26 (합목리 391-6)  / 덕산면 덕금로 625-28 수증된 부지 포함.","36.901738, 127.493758",1,"충북진천덕산 (📞 010-4344-6666)"
"a89bb494-7a4e-5034-98ab-8e2226a35087","충북 청주시 서원구 2순환로1480번길 17 (성화동 214-1)","36.607106, 127.445397",3,"충북청주비하 (📞 043-231-1914) | 충북청주강서 (📞 010-5460-0109) | 충북청주가경 (📞 010-4155-5748)"
"23b794c8-13a5-50c8-8e2d-2ddf63acbf80","충북 청주시 서원구 매봉로60번길33-12 (수곡동 215-30)","36.615551, 127.480788",5,"충북청주수어 (📞 010-7381-1914(담당자)) | 충북청주산남 (📞 043-283-4788) | 충북청주수곡 (📞 010-4048-5024) | 충북청주남부 (📞 010 2402 4378) | 충북청주분평 (📞 010-2730-0089)"
"d8de8dba-c586-5ed2-861e-c99d92d7f286","충북 증평군 증평읍 사곡로218-72 (사곡리191-2)","36.789044, 127.621686",1,"충북증평 (📞 043 838 1914)"
"b22b4158-64e5-54ec-bda3-6239338afae6","충북 괴산군 괴산읍 대사4길 63 (대사리 270-1)","36.794064, 127.778892",1,"충북괴산 (📞 0438321935)"
"a2001fcb-ec16-52fd-862f-49813122a93a","충북 청주시 청원구 내수읍 청암로 192-23 (학평리 280)","36.719009, 127.549581",1,"충북청주내수 (📞 043-213-3339)"
"3d5cfb15-24e0-5605-bbc8-36d77c781a94","충북 청주시 상당구 미원면 미원시내3길 42-23 (미원리 174)","36.629517, 127.661551",1,"충북청주미원 (📞 043-296-1933)"
"59955e26-1fc0-529d-be5b-e1a1c8829033","충북 청주시 상당구 1순환로1514번길 16(용정동) (용정동 233-1)","36.627124, 127.520875",3,"충북청주용암 (📞 043-224-9113) | 충북청주금천 (📞 043-297-2172) | 충북청주중부 (📞 010-3482-0900)"
"e3bff738-8e6d-5e19-8794-f20b6ca63e85","충북 충주시 수안보면 중원대로 1258 (수안보면 안보리 274-6)","36.830942, 128.003381",1,"충북충주수안보 (📞 010-6304-1261)"
"c6d5cb10-2d03-5d91-ae97-fc249e35e8d8","경북 문경시 신기동 1064 (신기5길 17)","36.640733, 128.169949",3,"경북문경남부 (📞 054-555-9214) | 경북문경중앙 (📞 054-555-9214) | 경북문경북부 (📞 0545559214)"
"e679df88-ba7f-58e9-aa6c-fb6beff5cb83","경북 예천군 예천읍 경서로 2462-56 (지내리 92) 예천읍 지내리 92-4","36.641754, 128.426863",1,"경북예천 (📞 054-655-1914)"
"d3942a97-6fc8-5550-9dbb-dbd99976a3e3","경북 영주시 풍기읍 기주로76번길 15-6 성동상가 A동 203호 (성내리 35-6)","36.870415, 128.527638",1,"경북영주풍기 (📞 054-637-4400(010-2550-6961))"
"e25bd079-18c6-54e5-a837-38e66ccbadc5","경북 영주시 중앙로 2 (가흥동 1477)","36.818647, 128.617249",2,"경북영주동부 (📞 01044640139) | 경북영주서부 (📞 010-3174-2730)"
"7f2073c8-44af-5d56-bc29-97ed238fb7a8","경북 봉화군 봉화읍 예봉로 2075 (내성리 479)","36.88427, 128.736525",1,"경북봉화 (📞 010-8496-4625)"
"f1e72d09-9283-5ab8-8210-1faaa4669e6a","경북 울진군 후포면 삼율3길 53 (삼율리 121)","36.679118, 129.444997",1,"경북후포 (📞 01085710472)"
"e74ad4af-5016-5c2a-8faf-0ffb48ca2552","경기 화성시 송산면 마도북로 79-2 (봉가리 514-2)","37.205506, 126.740818",2,"경기화성남양 (📞 031-356-8632) | 경기화성사강 (📞 031-356-8632 , 010-2497-9865)"
"06bab2de-7e13-59bb-9cc2-4931e2bad1fc","경기 안산시 단원구 대선로 65-14 (대부북동 1819-20)","37.265998, 126.570542",1,"경기안산대부 (📞 01050021914)"
"2e795c88-7ccd-5c06-b197-edb943136083","경기 오산시 가장로530번길 53-4 (가장동 218-13)","37.156967, 127.035376",1,"경기오산세교 (📞 031-374-1935)"
"f0810f1b-c982-57b7-a99f-e6b3242b932d","주소 정보 미기재","37.1085, 126.89991",1,"[집단] 경기화성발안동부네팔어"
"508b37a9-3cf7-56e7-81c9-fb74be328654","경기 오산시 오산시 오산로 164 양우프라자 702,703호","37.141441, 127.068899",3,"경기오산북부 (📞 010-9955-9285) | 경기오산남부 | 경기오산서부 (📞 010-2984-1914)"
"da47c80c-8757-5123-9b7a-27c91c49e596","경기 화성시 봉담읍 삼천병마로1028번길 22-12 (왕림리 79-40)","37.19789, 126.943835",3,"경기수원고색 (📞 031-292-1914) | 경기화성봉담동부 (📞 031-296-1914) | 경기화성봉담서부 (📞 031-296-1914)"
"f41b9367-fb58-5e6e-a45c-f82bdefc19dc","경기 오산시 대원로 57 중앙씨티월3 703호 (원동 813-5)","37.146592, 127.074767",3,"경기오산동부 (📞 031-378-1914) | 경기오산중앙 (📞 031-376-1914) | 경기화성동탄동부 (📞 031-378-1914)"
"2effbb13-1487-5bc9-9565-f679d020bab4","경기 평택시 지산로140번길 141 (지산동 551-12)","37.0754, 127.07121",4,"경기평택북부영어 (📞 031-664-1914) | 경기평택신장 (📞 010-5316-1235) | 경기평택송북 (📞 031-664-1914) | 경기평택지산 (📞 031-611-1933)"
"a48e31cc-35f0-5029-9e21-9c68846859b5","경기 평택시 둥구재길 35 (이충동 430-3)","37.0597, 127.06236",3,"경기평택이충 (📞 010-7135-3550) | 경기평택고덕 (📞 010-6603-7830) | 경기평택서정 (📞 031-665-1914)"
"87ac52c1-d318-5753-b4a7-2c2e3e4899a7","경기 화성시 병점중앙로 214-31 (진안동 620-2)","37.21756, 127.03156",5,"경기화성병점동부 (📞 031-222-4045) | 경기화성병점남부 (📞 0312224045) | 경기화성동탄서부 (📞 01094445734) | 경기화성병점서부 (📞 031-222-4045) | 경기수원영어 (📞 0312224045)"
"9f5fb992-a986-54f4-92c4-e6e574f905f5","경기 화성시 장안면 장안로 111-6 (어은리 346-1)","37.08798, 126.83018",3,"경기화성발안동부 (📞 010-9441-3961) | 경기화성발안서부 (📞 010-9193-1772) | 경기화성조암 (📞 031-358-1914)"
"db61163d-0693-5fc2-bdc7-0829b215c9c3","경기 평택시 칠괴길 106 (칠괴동 494)","37.025398, 127.080733",7,"경기평택수어 (📞 01047851943) | 경기평택북부 (📞 031-664-1935) | 경기평택동삭 (📞 010-5786-2346) | 경기평택동부 (📞 010-6425-7406) | 경기평택오성 (📞 031-664-1935) | 경기평택중국어 (📞 031-664-1935) | 경기평택지제 (📞 010-4600-9682)"
"e8fde578-c7e9-5640-91a1-e5c71a04218e","경기 수원시 권선구 세지로28번길 49-26 (세류동 1096-7)","37.254841, 127.018881",4,"경기수원신곡 (📞 010-4441-1914) | 경기수원권선 (📞 010-3060-4589) | 경기수원중국어 (📞 010-5832-2492) | 경기수원유천 (📞 031-267-1914)"
"34b67db0-bf77-5b42-b08e-e844c5604578","경기 화성시 동탄순환대로 696 경서프라자 601. 602호 (영천동 681-5)","37.20699, 127.111079",4,"경기화성동탄중앙 (📞 031-372-1935) | 경기화성동탄남부 (📞 031-372-1935) | 경기화성동탄신리 (📞 010-2933-4469) | 경기화성동탄북부 (📞 031-372-1935)"
"d77f74cb-cc96-5416-aee1-ec390a709dc7","경기 수원시 영통구 덕영대로1555번길 13 세일빌딩 501호 (영통동 974-6)","37.246788, 127.060795",3,"경기수원영통 (📞 031-206-1914) | 경기수원수어 (📞 010-8406-0829) | 경기수원매탄 (📞 0312061914)"
"ec56cf9a-022c-5ef6-b9f2-1c8e3ed499db","경기 수원시 권선구 상탑로21번길 22-3 (탑동 783-11)","37.271994, 126.97349",3,"경기수원금곡 (📞 031-294-1935) | 경기수원남부 (📞 010-6317-8025) | 경기수원서둔 (📞 031-294-1935)"
"4540e562-4572-5580-9e67-fc1004ec34b7","경기 수원시 팔달구 인계로 126 미디어시티빌딩 401호 (인계동 1036)","37.267127, 127.031275",1,"경기수원동수원 (📞 031-221-1914)"
"97e5008e-ab5b-5234-9705-2fe200ef5448","경기 수원시 팔달구 덕영대로697번길 7 아트프라자 803 (화서동 644-7)","37.28502, 126.990466",2,"경기수원화서 (📞 031-243-1914) | 경기수원서부 (📞 010-6252-9713)"
"10648a41-2246-59a8-be2e-853cf37d3937","경기 용인시 기흥구 기곡로 1-28 (하갈동 86-6)","37.250953, 127.102856",4,"경기용인기흥서부 (📞 0312822831) | 경기용인기흥동부 (📞 031-282-2831) | 경기용인흥덕 (📞 031-282-2831) | 경기용인신갈 (📞 031-282-2831)"
"97e12516-5fb4-5a75-a575-8fc4b3a779c9","경기 평택시 어인남로 37 (비전동 519)","36.99564, 127.09986",4,"경기평택소사 (📞 031-654-1914) | 경기평택남부 (📞 010-9698-5289) | 경기평택중앙 (📞 031-664-1935) | 경기평택비전 (📞 010-5522-6399)"
"7f96a28d-e3e9-578a-ac37-d4281c23a5ab","경기 평택시 팽성읍 근내안길 32 (근내리 238-27)","36.971803, 127.054075",4,"경기평택팽성 (📞 031-653-3582) | 경기평택남부영어 (📞 010-4748-0064) | 경기평택러시아어 (📞 010-4632-9937) | [집단] 경기평택남부영어타갈로그어"
"e26e185d-2c5f-5eda-96a1-f5ee5c5d921a","경기 평택시 현덕면 인광2길 55-41 (인광리 321-6)","36.96267, 126.92969",4,"경기평택포승 (📞 010-9259-0361) | 경기평택안중 (📞 010-2765-4755) | 경기평택현덕 (📞 01043547179) | 경기평택청북 (📞 010-4003-4446)"
"d6881a4e-f1c5-596e-902d-1b1846698215","경기 수원시 장안구 경수대로744번길 7 (연무동 255-18)","37.290737, 127.023337",3,"경기수원연무 (📞 031-244-0592) | 경기수원우만 (📞 010-2925-0683) | 경기수원동부 (📞 031-244-0592)"
"97d74efa-63e2-5fa2-aebc-059be4827263","경기 수원시 장안구 대평로90번길 20, 엔타운 601호 (정자동 876-1)","37.296419, 126.993977",3,"경기수원천천 (📞 031-269-1935) | 경기수원중앙 (📞 031-269-1935) | 경기수원북부 (📞 031-269-1935)"
"189027c6-c9ea-520b-988c-8c0f1cb096bf","경기 안산시 상록구 둥지길 23 (사동 1303-1)","37.297516, 126.851241",5,"경기안산본오서부 (📞 010-4080-6090) | 경기안산사동북부 (📞 031-418-5560) | 경기안산본오남부 (📞 031-418-5567) | 경기안산사동남부 (📞 010-3496-1914) | 경기안산본오동부 (📞 031-418-5567)"
"62b3d46d-6061-5609-b4ae-550eb833eac8","경기 용인시 기흥구 언동로30번길 28-12 (언남동 10-1)","37.286617, 127.133082",2,"경기용인구성 (📞 031-286-2448) | 경기용인구갈 (📞 031-286-2448)"
"6d362ab2-83c9-588b-800c-290d5c4810d9","경기 용인시 처인구 석실로54번길 2","37.176914, 127.342008",1,"경기용인백암 (📞 031-332-0271)"
"60c638c4-2dbb-5dda-ae97-a8bd4ca327a6","경기 안성시 죽산면 죽주로 43-18 (두현리 507-1)","37.074172, 127.401705",3,"경기안성죽산 (📞 010-4895-0482) | 충북광혜원 (📞 01032669252) | [집단] 충북광혜원중국어"
"61172846-45d1-5704-b1dc-a67d244a061a","경기 용인시 처인구 경안천로42번길 9 (마평동 720-8)","37.236877, 127.21131",2,"경기용인동부 (📞 031-333-1914) | 경기용인중국어 (📞 010-4941-5883)"
"3b7e4d5f-9b0e-5dab-828d-66b55d86e2a2","경기 안성시 금광면 배티로 735 (오산리 520-1)","36.9773, 127.306365",5,"경기안성북부 (📞 010-7638-1431) | 경기안성중앙 (📞 010-7749-8137) | 경기안성러시아어 (📞 010-6782-3119) | 경기안성남부 (📞 01064213016) | [집단] 경기안성북부타이어"
"fa943893-27e3-5cfe-aca9-817c9e517882","경기 안성시 공도읍 신두만곡로 101 (신두리 333-10)","36.99849, 127.194923",5,"경기안성양기 (📞 01074259305) | 경기안성대덕 (📞 031-652-0053) | 경기안성정봉 (📞 010-6302-1754) | 경기안성만정 (📞 010-9553-1914) | [집단] 경기안성진사영어"
"5e248565-8a8c-5fc7-b0cd-d58c22497566","경기 용인시 처인구 영문로29번길 40 (유방동 19)","37.267907, 127.204918",6,"경기용인서부 (📞 010-6820-4228) | 경기용인중앙 (📞 031-339-7035) | 경기용인북부 (📞 010-3766-5274) | 경기용인남부 (📞 031-334-1914) | 경기용인포곡 (📞 010-8846-1671) | [집단] 경기용인북부베트남어"
"3f2f2040-59eb-55a4-8d27-4fa51d938e60","경기 안성시 경기도 안성시 공도읍 승두리 24 및 22-2","36.994287, 127.174362",3,"경기안성반제 (📞 01031371910) | 경기안성진사 (📞 010-7478-7445) | 경기안성승두 (📞 010-3109-2264)"
"526d948f-f3c4-5669-b790-2bfeabb7e298","경기 용인시 기흥구 동백중앙로 193, 동창프라자 504호 (중동 849-1)","37.271064, 127.152634",2,"경기용인어정 (📞 031-282-1914) | 경기용인동백 (📞 031-282-1914)"
"a2d50dd1-8edf-54b5-8b3f-74069315f031","경기 이천시 장호원읍 복숭아로 413 (오남리 90)","37.10905, 127.63236",2,"경기이천장호원동부 (📞 031-641-1914) | 경기이천장호원서부 (📞 031-641-1914)"
"c40378b4-9e72-5bd9-89dd-d4dcd9190976","충북 음성군 금왕읍 생음대로 1296-20 (정생리 318-2)","37.003482, 127.602138",2,"충북음성 (📞 010-9340-4585) | 충북금왕 (📞 010-2926-8503)"
"3f0d7ae5-c87a-5ac4-8ac4-e0f3dc8dc922","경기 이천시 부발읍 황무로2065번길 245 (가산리 306-3)","37.241248, 127.518486",5,"경기이천동부 (📞 010-9025-9898) | 경기이천남부 (📞 010-2846-9893) | 경기이천부발 (📞 010-2206-2669) | 경기이천수어 (📞 01046961914) | [집단] 경기이천부발캄보디아어"
"c49a37ba-725f-5352-aba6-5275f16eeffa","충북 충주시 주덕읍 새터마치길 146 (주덕읍 신양리 18-2)","36.972983, 127.806765",1,"충북충주주덕 (📞 043-844-0171)"
"38fa7206-eb30-5527-b42d-c9cf28583e25","경기 여주시 흥천면 중부대로 2185-26 (신근리 928)","37.297165, 127.545782",5,"경기이천백사 (📞 010-9179-9927) | 경기여주서부 (📞 010-3007-5709) | 경기이천서부 (📞 010-2769-2740) | 경기여주동부 (📞 010-3352-2090) | [집단] 경기이천서부영어"
"406c5f2f-8d71-5245-b6fb-519ce45cef8c","충북 제천시 봉양읍 북부로9길 30 (연박리 992-6)","37.135195, 128.104765",1,"충북제천봉양 (📞 010-2129-9119)"
"fe7125bc-cf26-5bec-8d15-4e6fcfab31fd","충북 충주시 엄정면 동막강현길 337 (엄정면 용산리 337)","37.088084, 127.906101",1,"충북충주엄정 (📞 010-3606-3046)"
"75d1c5e8-dfd8-5832-b03c-f4afffc84acb","충북 충주시 남산14길9 (교현동 280-3)","36.96795, 127.94338",5,"충북충주북부 (📞 043-857-1914) | 충북충주동부 (📞 043-857-1914) | 충북충주서부 (📞 010-3736-4783) | 충북충주남부 (📞 010-8980-0506) | 충북충주연수 (📞 010-9901-2665)"
"8c7d82f5-14d2-5fc3-8987-194f950e6e3e","충북 제천시 용두천로 254(장락동) (장락동 669-7)","37.148567, 128.220023",3,"충북제천북부 (📞 010-5310-1328) | 충북제천동부 (📞 043-646-1914) | 충북제천남부 (📞 010-4222-1671)"
"c9e9f0a0-8a7d-512b-a917-41cbff760963","충북 단양군 단양읍 별곡1로 10 (별곡리 344)","36.98387, 128.36617",1,"충북단양 (📞 010-5064-1914)"
"d003913b-671a-5fec-a0d0-9c477ba382b4","강원 정선군 사북읍 소금강로 3570 (사북1리 275-3)","37.229301, 128.833967",1,"강원사북 (📞 033-592-1914)"
"2b493143-90ff-5cd0-a067-4e767ad29a83","강원 태백시 서황지로 12-6 (황지동 25-120)","37.172504, 128.989834",2,"강원태백북부 (📞 033-552-0340) | 강원태백남부 (📞 033-552-0340)"
"7dfa5819-997c-52ff-8715-7075ff640c37","인천 동구 송림로 96, 송림메디칼 1002호 (송림동 60-5)","37.475778, 126.645333",2,"인천송림 (📞 010-3242-0947) | 인천신포 (📞 032 - 764 - 5109)"
"4577e404-9fea-5ce0-81d3-320764e025d2","인천 미추홀구 경인로 119, 다복빌딩 1301-1303호 (숭의동 60-24)","37.466448, 126.655958",4,"인천주안북부 (📞 010-4464-5356) | 인천숭의 (📞 010-4624-6936) | 인천주안동부 (📞 032 - 435 - 8554) | 인천주안서부 (📞 010-2154-7000)"
"2b56f5a5-3b30-5093-a2c5-9796f97391d5","인천 Seo-gu 신진말로 39 건지빌딩 701호(가좌동 197-13)","37.493376, 126.680182",5,"인천가정 (📞 032-571-1914) | 인천도화 (📞 010-9233-6533) | 인천가좌 (📞 032-575-1914) | [집단] 인천가좌캄보디아어 | [집단] 인천도화베트남어"
"9d65f801-d4c1-517f-a713-2c28531fd6ff","인천 중구 하늘별빛로65번길 7-9 (중산동) 406호","37.4885, 126.56456",4,"인천영종중앙 (📞 010-9440-1393 ) | 인천영종남부 (📞 010-2418-2651) | 인천영종북부 (📞 010-4502-9864) | [집단] 인천영종북부중국어"
"dea1ae95-0c04-53a5-85fb-d720d505940c","인천 연수구 옥련로 147 현프라자 제601호 (옥련동 340-2외 5필지)","37.425624, 126.655839",4,"인천옥련 (📞 032-833-1914) | 인천용현 (📞 010-3797-7512) | 인천송도서부 (📞 01053430268) | 인천학익 (📞 032)867-1762)"
"cf43bf7f-1160-50bc-94da-a96290d2655a","인천 부평구 마장로 75 대경빌딩 602호 (십정동 186-84)","37.485537, 126.707698",1,"인천동암 (📞 032) 522-5270)"
"7c946ae7-c574-5d05-84b4-deee41f27ecc","인천 남동구 인하로521번길 27 (구월동 1171-9)","37.444416, 126.70465",3,"인천구월동부 (📞 01036688182) | 인천영어 (📞 010-3451-1914) | 인천구월서부 (📞 01092596681)"
"a4f94645-6036-5978-94d0-fc9f728316b2","인천 연수구 용담로 115 파크타워 701호 702호","37.41512, 126.677792",4,"인천송도동부 (📞 010-8881-1944) | 인천청학 (📞 010-8864-4479) | 인천연수 (📞 010-4751-6292) | 인천러시아어 (📞 01083882919)"
"a14ad790-f66f-54ab-b0ab-7aaa119bf818","인천 남동구 석산로 209-1 (간석동 31-7)","37.460831, 126.71544",5,"인천만수남부 (📞 032-437-1914, 032-428-1914) | 인천중국어 (📞 01075310500) | 인천만수북부 (📞 032-437-1914) | 인천만수동부 (📞 010-8769-8644) | 인천간석 (📞 010-5171-8279)"
"00c2b07b-c5b9-550d-9fc5-b8e6759d5165","인천 서해구 심곡로56번길 16-1 (심곡동 260-12)","37.540685, 126.675606",4,"인천연희 (📞 032-564-1935) | 인천신현 (📞 0325641935) | 인천청라 (📞 0325651914) | 인천심곡 (📞 032-565-1914)"
"a82b915b-369e-5544-b083-0c532cc8b8d0","인천 계양구 마장로 549 영진빌딩 303호 (효성동 506-19)","37.527288, 126.704963",4,"인천효성서부 (📞 032-549-1914) | 인천청천 (📞 032-549-1914) | 인천백마장 (📞 032-549-1914) | 인천효성동부 (📞 032-549-1914)"
"8699141c-53fe-5137-9c2b-564d97c176dd","인천 부평구 주부토로 231 갈산홈프라자 306호 (갈산동 171-45)","37.515787, 126.726107",3,"인천부평중앙 (📞 032-504-1914) | 인천부평북부 (📞 032-504-1914) | 인천갈산 (📞 032-504-1914)"
"e28ec8ca-fbbc-5b22-b9f6-0dab91b02af3","인천 부평구 수변로 8 파워프라자 406호 (부개동 304)","37.487273, 126.739751",3,"인천일신 (📞 010-5948-2191) | 인천부평서부 (📞 010-3052-2285) | 인천수어 (📞 010-6314-4719)"
"46f11fe0-73a7-5be1-97e0-140444de16cf","인천 남동구 오봉로 2, 302호 (도림동 632-1)","37.416541, 126.727752",3,"인천도림 (📞 +8201095960582) | 인천논현동부 (📞 010-3253-0258) | 인천논현서부 (📞 010-7168-8204)"
"8bc2b5f0-541e-57b6-80b7-ac50ac184854","인천 남동구 매소홀로 1108 서창프라자 401호 (서창동 554-1)","37.438172, 126.745725",2,"인천서창 (📞 0324671999) | 인천수산 (📞 032-467-1999)"
"43ff2f0e-648c-5e53-a1a5-50ca576dfa86","인천 계양구 오조산로7번길 4 성우프라자 501호 (작전동 910-8)","37.531369, 126.736855",2,"인천작전 (📞 032-551-1913) | 인천계산남부 (📞 032-551-1913)"
"c86ffd7a-f478-5393-9945-7500330f31be","경기 부천시 원미구 (Do Not Use) 부일로237번길 23 테마프라자 703호 (상동 459-1)","37.489465, 126.756421",3,"경기부천중동남부 (📞 010-9370-5604) | 경기부천중동서부 (📞 010-9455-8887) | 경기부천중국어 (📞 010-7344-1959)"
"6692922a-a692-5de7-9767-aa62e897eabe","인천 부평구 영성중로 50 미래타워 404호 (삼산동 391-3)","37.520631, 126.745507",3,"인천삼산남부 (📞 010-63637560) | 인천삼산동부 (📞 010-4666-5333) | 인천부개 (📞 032-528-1914)"
"c0786176-10f1-57d7-a514-2293fb2fa317","인천 계양구 장제로 873 대건프라자 501호 (임학동 67-7)","37.545091, 126.738278",3,"인천계산동부 (📞 032-547-1914) | 인천계산북부 (📞 032-547-1970) | 인천임학 (📞 032-547-1970)"
"512deca3-0ef1-5e24-a0cc-116350fd59e6","경기 부천시 소사구 (Do Not Use) 경인로 190 부천라비앙로제 408호 (심곡본동 588)","37.483578, 126.776434",2,"경기부천서부 (📞 010-9002-2141) | 경기부천남부 (📞 032-667-1914)"
"ceaf6dc7-49b8-5b6a-bd7f-7f14d4d2665e","경기 시흥시 월곶해안로161번길 15, 월곶 유호N플러스빌 108동 201호 (월곶동 1012-1)","37.388739, 126.735312",4,"경기시흥정왕서부 (📞 010-3001-1970) | 경기시흥정왕동부 (📞 010-3318-5949) | 경기시흥정왕남부 (📞 010-3671-5824) | [집단] 경기시흥정왕동부베트남어"
"27ced82a-7a01-5b15-9288-3cf70029fade","인천 Seo-gu 청마로167번길 16 당하프라자 4층 (당하동 1095-4)","37.592613, 126.674903",3,"인천검단남부 (📞 0325671914) | 인천검단북부 (📞 032-567-1914) | 인천검단중앙 (📞 032-567-1914)"
"60d56b17-a355-5c1f-b927-20170fd8d5d6","경기 부천시 원미구 (Do Not Use) 도약로 261 부천대우테크노파크 A동 204호 (도당동 187-7)","37.511485, 126.777967",3,"경기부천오정 (📞 0326707090) | 경기부천원미동부 (📞 032-670-7090) | 경기부천약대 (📞 032-670-7090)"
"33dea943-e69d-5554-9a97-cea37d8d7ec0","경기 부천시 원미구 (Do Not Use) 원미로 126 명성프라자 503호 (원미동 94-5)","37.493808, 126.791432",2,"경기부천중앙 (📞 010-9195-7404) | 경기부천원미서부 (📞 010-4222-5055)"
"11b66538-2ebf-575d-a5e4-45d0e3cf7c18","경기 부천시 소사구 (Do Not Use) 소사로102번길 13 동우프라자 302호 (소사본동 400-3)","37.468002, 126.798235",3,"경기부천역곡동부 (📞 010-3026-8519) | 경기부천동부 (📞 010-4534-1914) | 경기부천소사남부 (📞 010-5473-1934)"
"89ba1ca5-f46c-58fb-be5d-5e626fd338bf","서울 동작구 사당로193, 낙원빌딩 3층 (사당동 220-85)","37.485353, 126.970001",2,"서울사당북부 (📞 02-537-9890) | 서울사당남부 (📞 010-3874-0503)"
"2268a15e-5652-5be0-a66f-8ee6f42cbaef","서울 서초구 방배로58, 봉심빌딩 301호 (방배동 983-11)","37.480042, 126.99896",2,"서울방배 (📞 070-4109-1914) | 서울서초서부 (📞 070-4109-1914)"
"26947cb8-81da-50d4-956f-37cc28b7f885","서울 관악구 봉천로 391 두산 아파트 상가 1동 5층 501호","37.483428, 126.943166",8,"서울봉천동부 (📞 010-2338-2487) | 서울봉천중앙 (📞 02-3285-1423) | 서울신림동부 (📞 010-4751-6417 (02-875-3488)) | 서울신림북부 (📞 010-4820-7036(02-875-3488)) | 서울봉천남부 (📞 02-882-1678) | 서울신대방 (📞 02-858-1914) | 서울신림중앙 (📞 010-9486-1935) | 서울봉천북부 (📞 010-8255-8489)"
"25238a4f-510c-5569-90c3-f19fe83bb340","서울 동작구 흑석로5길 12 (흑석동 204-12)","37.507078, 126.957062",1,"서울흑석 (📞 010-6247-1117)"
"dc95ab80-1cdb-5412-bcbd-b09680923c8f","서울 서초구 신반포로23길 41, 잠원상가 203호 (잠원동 73)","37.510369, 127.00264",1,"서울반포중앙 (📞 02-535-2000)"
"ed0a67bb-1498-5159-938a-5a1a01f6a0ad","서울 동작구 상도로82 무이비엔 빌딩 402호 (대방동336-6)","37.499469, 126.92971",2,"서울노량진 (📞 010-7722-9095) | 서울상도서부 (📞 010-6767-1307)"
"a6b72013-cfe8-5202-b3c4-f6acedb7bbc1","서울 서초구 사임당로 151, 대한무지개종합상가 305호 (서초동 1332-3)","37.49237, 127.025865",2,"서울서초중앙 (📞 02-597-7364) | 서울역삼 (📞 010-8009-6357)"
"13c1176e-9321-5523-82ac-ed41f7ec8105","서울 동작구 여의대방로 250, 대림아파트상가 507호 (대방동 501)","37.50874, 126.924531",3,"서울대방 (📞 02-3280-1914) | 서울상도동부 (📞 010-5256-1896) | 서울신길동부 (📞 010-6303-2185)"
"283a0654-5ce7-5f81-9e95-3cc74c830893","서울 서초구 나루터로 69, 샤르망 5층 (잠원동 15-4)","37.515743, 127.017402",1,"서울신사 (📞 010-3899-1999)"
